"","caseId","AFortas","AJGoldberg","AMKennedy","AScalia","BRWhite","CEWhittaker","CThomas","DHSouter","EKagan","EWarren","FFrankfurter","FMurphy","FMVinson","HABlackmun","HHBurton","HLBlack","JGRoberts","JHarlan2","JPStevens","LFPowell","NMGorsuch","PStewart","RBGinsburg","RHJackson","SAAlito","SDOConnor","SFReed","SGBreyer","SMinton","SSotomayor","TCClark","TMarshall","WBRutledge","WEBurger","WHRehnquist","WJBrennan","WODouglas"
"1062","1955-065",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,1
"1063","1955-066",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,2,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,NA,NA,NA,NA,1
"1064","1955-067",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1
"1065","1955-068",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,1
"1066","1955-069",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1
"1067","1955-070",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1
"1068","1955-071",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,2
"1069","1955-072",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,1
"1070","1955-073",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1
"1071","1955-074",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,1
"1072","1955-075",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,2
"1073","1955-076",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1
"1074","1955-077",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,1
"1075","1955-078",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,2
"1076","1955-079",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1
"1077","1955-080",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,2
"1078","1955-081",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,4
"1079","1955-082",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,2
"1080","1955-083",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1
"1081","1955-084",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,4,NA,NA,NA,NA,NA,1
"1082","1955-085",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,2
"1083","1955-086",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,2
"1084","1955-087",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,2
"1085","1955-088",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,1,NA,NA,NA,NA,NA,2
"1086","1955-089",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1
"1087","1955-090",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1
"1088","1955-091",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,2
"1089","1955-092",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2
"1090","1955-093",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1
"1091","1955-094",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1
"1092","1955-095",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,2
"1093","1955-096",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,2
"1094","1955-097",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,2
"1095","1955-098",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,1
"1096","1955-099",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,1
"1097","1955-100",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,2
"1098","1955-101",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1
"1099","1955-102",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,1
"1100","1955-103",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,4
"1101","1955-104",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,2
"1102","1955-105",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,8,NA,8,NA,NA,NA,NA,NA,8
"1103","1955-106",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA,8,8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,8,NA,NA,NA,NA,NA,NA,NA,8
"1104","1956-001",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1
"1105","1956-002",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1
"1106","1956-003",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,NA,NA,NA,NA,1
"1107","1956-004",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,2
"1108","1956-005",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"1109","1956-006",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1
"1110","1956-007",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1111","1956-008",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2
"1112","1956-009",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2
"1113","1956-010",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1114","1956-011",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1115","1956-012",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1
"1116","1956-013",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,2,1
"1117","1956-014",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1118","1956-015",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1119","1956-016",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1
"1120","1956-017",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1121","1956-018",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1122","1956-019",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,3,1
"1123","1956-020",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1124","1956-021",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1125","1956-022",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,2
"1126","1956-023",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,2,2
"1127","1956-024",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,2,1
"1128","1956-025",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,2
"1129","1956-026",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1130","1956-027",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1
"1131","1956-028",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1132","1956-029",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1133","1956-030",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,1,1
"1134","1956-031",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,1,1
"1135","1956-032",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1136","1956-033",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1137","1956-034",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,1,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,2,2
"1138","1956-035",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,2,2
"1139","1956-036",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1140","1956-037",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1141","1956-038",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,2,2
"1142","1956-039",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,2
"1143","1956-040",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1144","1956-041",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,2
"1145","1956-042",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,2,1
"1146","1956-043",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2
"1147","1956-044",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1148","1956-045",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,4,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1149","1956-046",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,4,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1150","1956-047",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1151","1956-048",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,1,5
"1152","1956-049",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1153","1956-050",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2
"1154","1956-051",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1155","1956-052",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1156","1956-053",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1157","1956-054",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA,8,8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,8,8
"1158","1956-055",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2
"1159","1956-056",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2
"1160","1956-057",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1
"1161","1956-058",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1
"1162","1956-059",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1
"1163","1956-060",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1164","1956-061",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1165","1956-062",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1
"1166","1956-063",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2
"1167","1956-064",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1168","1956-065",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1169","1956-066",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
"1170","1956-067",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1171","1956-068",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2
"1172","1956-069",NA,NA,NA,NA,NA,2,NA,NA,NA,1,7,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1173","1956-070",NA,NA,NA,NA,NA,2,NA,NA,NA,1,7,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1174","1956-071",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2
"1175","1956-072",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1
"1176","1956-073",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1
"1177","1956-074",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1178","1956-075",NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1179","1956-076",NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1180","1956-077",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,1
"1181","1956-078",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1
"1182","1956-079",NA,NA,NA,NA,NA,1,NA,NA,NA,1,2,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1
"1183","1956-080",NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1
"1184","1956-081",NA,NA,NA,NA,NA,2,NA,NA,NA,1,2,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1
